word	source_pages
һанағайлыҡтан	gram/syntax/predlojenie/skazuem.htm
һантал	gram/zvuk/izmen.htm
һар-ғылт	gram/fonomorph/fonproc.htm
һарғыл	gram/morphol/prilag/formyusil.htm
һатыб	gram/zvuk/gubn2.htm
һаңраулана	gram/morphol/suchestv/grammkatsych/osnpadez.htm
һегеҙ	gram/morphol/suchestv/grammkatsych/katskaz.htm
һел	gram/morphol/prilag/formyusil.htm;gram/morphol/prilag/maloprodaffi.htm
һет	gram/morphol/glagol/affiks.htm
һеңгер	gram/morphol/glagol/affiks.htm
һиг	gram/morphol/chislit/obchchar1.htm
һиггеҙ	gram/morphol/chislit/kolchslit.htm
һикһәм	gram/zvuk/izmen.htm
һинә	gram/morphol/glagol/naklonpovel.htm
һипең	gram/syntax/svyazislov/podchinsvyaz.htm
һиң	gram/zvuk/izmen.htm
һиңке	gram/morphol/prilag/neprodaffi.htm
һор-ғолт	gram/fonomorph/fonproc.htm
һора-й-асаҡ	gram/fonomorph/fonproc.htm
һороғорт	gram/alfavit/princpisma.htm
һорғол	gram/morphol/prilag/formyusil.htm
һоу	gram/morphol/prilag/prodaffi.htm
һоғоҙ	gram/morphol/suchestv/grammkatsych/katskaz.htm
һоҙ	gram/morphol/prilag/prodaffi.htm
һоҫҡолоҡ	gram/morphol/prilag/prodaffi.htm
һуғыш-ы-н-да	gram/morphol/suchestv/grammkatsych/katopred.htm
һыйыр-ҙы	gram/fonomorph/fonproc.htm
һымак	gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/slprsneodpridpred1.htm;gram/syntax/svyazislov/primykimenn.htm
һыуынты	gram/morphol/prilag/slojaffi.htm
һығ-ымта	gram/zvuk/izmen.htm
һығыҙ	algram/such.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm
һың	algram/such.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm;gram/zvuk/udar.htm
һү-ренте	gram/morphol/vvodzam.htm
һүренте	gram/morphol/prilag/slojaffi.htm
һүссән	gram/zvuk/izmen.htm
һүтелмәле	gram/morphol/prilag/slojaffi.htm
һӘммә	gram/zvuk/udar.htm
һӘммәбез	gram/zvuk/udar.htm
һӘммәгеҙ	gram/zvuk/udar.htm
һӘммәһе	gram/zvuk/udar.htm
һәк	gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/slojaffi.htm
һәнә	gram/alfavit/princpisma.htm;gram/morphol/chastitsa/chastitsa.htm
һәрәк	gram/morphol/modslova/modsldoljneob.htm
һәрәктең	gram/morphol/modslova/modsldoljneob.htm
һөгөҙ	gram/morphol/suchestv/grammkatsych/katskaz.htm
һөзөй	gram/morphol/podrajslova/zvatslova.htm
һөр-өнтө	gram/zvuk/izmen.htm
һөрем	gram/zvuk/glpr.htm
һөсс	gram/morphol/podrajslova/zvatslova.htm
һөң	gram/morphol/suchestv/grammkatsych/katskaz.htm
ә-ле	gram/zvuk/zv1.html
ә-ҙерәк	gram/zvuk/slog.htm
әгәй	gram/morphol/prilag/slojaffi.htm
әйек	gram/zvuk/udar.htm
әйем	gram/zvuk/udar.htm
әйләндертәһе	gram/morphol/glagol/moddolj.htm
әкил	gram/zvuk/gubn.htm
әлә	gram/morphol/mejdomet/mejdomet.htm;gram/morphol/vvodzam.htm
әләә	gram/morphol/mejdomet/mejdomet.htm
әпен	gram/fonomorph/zvizmprired.htm
әрәк	gram/syntax/predlojenie/skazuem.htm
әстәк	gram/morphol/mejdomet/mejdomet.htm
әғәҙә	gram/zvuk/gubn.htm
әҙәбий	gram/alfavit/princpisma.htm
ө-мә	gram/zvuk/zv1.html
ө-мөт	gram/zvuk/zv1.html
ө-рө	gram/zvuk/slog.htm
өбөҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm
өгөҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm
өй-ҙәр	gram/fonomorph/fonproc.htm
өкүз	gram/zvuk/glpr.htm
өләсәй-ем-дәр-гә	gram/morphol/suchestv/grammkatsych/chislo.htm
өнкө	gram/morphol/prilag/slojaffi.htm
өнтө	gram/morphol/prilag/slojaffi.htm
өп-өр-яңы	gram/morphol/prilag/formyusil.htm
өрп-өрп	gram/morphol/podrajslova/structpodrsl.htm
өрөкмәй	gram/morphol/mejdomet/mejdomet.htm
өсләгән	gram/morphol/chislit/pribchslit.htm
өссәү	gram/morphol/chislit/kolchslit.htm
өчен	gram/morphol/poslelogi/obchchar.htm
өшләй	gram/syntax/predlojenie/skazuem.htm
өшәп-туңып	gram/morphol/glagol/deeprnap5.htm
өшө-м-тәл	gram/morphol/vvodzam7.htm
өҙ-лөк	gram/zvuk/zv1.html
өҙ-өм-тә	gram/fonomorph/fonproc.htm
өҙәрҙәй	gram/syntax/predlojenie/skazuem.htm
өҫт	gram/morphol/vvodzam.htm
өүсе	gram/morphol/glagol/prichnastvr.htm;gram/morphol/suchestv/affik.htm
